"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"RHCOL2","Rhus copallinum L. var. latifolia Engl.","variety","Rhus copallinum var. latifolia","L. Engl.","Exact (without author)",TRUE,"Synonym","Rhus copallinum var. latifolia","Rhus copallinum var. copallinum","Rhus copallinum var. copallinum",TRUE
"BAAL","Baptisia alba (L.) Vent.","species","Baptisia alba","(L.) Vent.","Exact (without author)",TRUE,"Accepted","Baptisia alba","Baptisia alba (L.) R.Br.","Baptisia alba (L.) R.Br.",TRUE
"POPU5","Polygonum punctatum Elliott","species","Polygonum punctatum","Elliott","Exact (with author)",TRUE,"Synonym","Polygonum punctatum","Persicaria punctata (Elliott) Small","Persicaria punctata (Elliott) Small",TRUE
"SANI4","Sambucus nigra L.","species","Sambucus nigra","L.","Exact (with author)",TRUE,"Accepted","Sambucus nigra","Sambucus nigra L.","Sambucus nigra L.",FALSE
"SYOO","Symphyotrichum oolentangiense (Riddell) G.L. Nesom","species","Symphyotrichum oolentangiense","(Riddell) G.L. Nesom","Exact (without author)",TRUE,"Accepted","Symphyotrichum oolentangiense","Symphyotrichum oolentangiense (Riddell) G.L.Nesom","Symphyotrichum oolentangiense (Riddell) G.L.Nesom",TRUE
"GEPU5","Gentiana puberulenta J. Pringle","species","Gentiana puberulenta","J. Pringle","Exact (without author)",TRUE,"Accepted","Gentiana puberulenta","Gentiana puberulenta J.S.Pringle","Gentiana puberulenta J.S.Pringle",TRUE
"PHPI","Phlox pilosa L.","species","Phlox pilosa","L.","Exact (with author)",TRUE,"Accepted","Phlox pilosa","Phlox pilosa L.","Phlox pilosa L.",FALSE
"CACE2","Carex cephaloidea (Dewey) Dewey","species","Carex cephaloidea","(Dewey) Dewey","Exact (without author)",TRUE,"Accepted","Carex cephaloidea","Carex cephaloidea (Dewey) Dewey ex Boott","Carex cephaloidea (Dewey) Dewey ex Boott",TRUE
"VIMI3","Viola missouriensis Greene","species","Viola missouriensis","Greene","Exact (with author)",TRUE,"Accepted","Viola missouriensis","Viola missouriensis Greene","Viola missouriensis Greene",FALSE
"CHLY2","Chelone lyonii Pursh","species","Chelone lyonii","Pursh","Exact (with author)",TRUE,"Accepted","Chelone lyonii","Chelone lyonii Pursh","Chelone lyonii Pursh",FALSE
"ABFR","Abies fraseri (Pursh) Poir.","species","Abies fraseri","(Pursh) Poir.","Exact (with author)",TRUE,"Accepted","Abies fraseri","Abies fraseri (Pursh) Poir.","Abies fraseri (Pursh) Poir.",FALSE
"VAER","Vaccinium erythrocarpum Michx.","species","Vaccinium erythrocarpum","Michx.","Exact (with author)",TRUE,"Accepted","Vaccinium erythrocarpum","Vaccinium erythrocarpum Michx.","Vaccinium erythrocarpum Michx.",FALSE
"RUNU2","Rugelia nudicaulis Shuttlw. ex Chapm.","species","Rugelia nudicaulis","Shuttlw. ex Chapm.","Exact (without author)",TRUE,"Accepted","Rugelia nudicaulis","Rugelia nudicaulis Shuttlew. ex Chapm.","Rugelia nudicaulis Shuttlew. ex Chapm.",TRUE
"RHMA4","Rhododendron maximum L.","species","Rhododendron maximum","L.","Exact (with author)",TRUE,"Accepted","Rhododendron maximum","Rhododendron maximum L.","Rhododendron maximum L.",FALSE
"GAUR","Gaylussacia ursina (M.A. Curtis) Torr. & A. Gray ex A. Gray","species","Gaylussacia ursina","(M.A. Curtis) Torr. & A. Gray ex A. Gray","Exact (without author)",TRUE,"Accepted","Gaylussacia ursina","Gaylussacia ursina (M.A.Curtis) Torr. & A.Gray","Gaylussacia ursina (M.A.Curtis) Torr. & A.Gray",TRUE
"GAUR2","Galax urceolata (Poir.) Brummitt","species","Galax urceolata","(Poir.) Brummitt","Exact (with author)",TRUE,"Accepted","Galax urceolata","Galax urceolata (Poir.) Brummitt","Galax urceolata (Poir.) Brummitt",FALSE
"MOCL","Monarda clinopodia L.","species","Monarda clinopodia","L.","Exact (with author)",TRUE,"Accepted","Monarda clinopodia","Monarda clinopodia L.","Monarda clinopodia L.",FALSE
"VIBL","Viola blanda Willd.","species","Viola blanda","Willd.","Exact (with author)",TRUE,"Accepted","Viola blanda","Viola blanda Willd.","Viola blanda Willd.",FALSE
"HATE3","Halesia tetraptera Ellis","species","Halesia tetraptera","Ellis","Exact (without author)",TRUE,"Synonym","Halesia tetraptera","Halesia carolina L.","Halesia carolina L.",TRUE
"HENOA","Hepatica nobilis Schreb. var. acuta (Pursh) Steyerm.","variety","Hepatica nobilis var. acuta","Schreb. (Pursh) Steyerm.","Exact (without author)",TRUE,"Synonym","Hepatica nobilis var. acuta","Hepatica americana var. acuta (Pursh) Mabuchi & J.Massey","Hepatica americana var. acuta (Pursh) Mabuchi & J.Massey",TRUE
"SYPR6","Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L. Nesom","species","Symphyotrichum prenanthoides","(Muhl. ex Willd.) G.L. Nesom","Exact (without author)",TRUE,"Accepted","Symphyotrichum prenanthoides","Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L.Nesom","Symphyotrichum prenanthoides (Muhl. ex Willd.) G.L.Nesom",TRUE
"UVPU2","Uvularia puberula Michx.","species","Uvularia puberula","Michx.","Exact (with author)",TRUE,"Accepted","Uvularia puberula","Uvularia puberula Michx.","Uvularia puberula Michx.",FALSE
"CADI10","Cardamine diphylla (Michx.) Alph. Wood","species","Cardamine diphylla","(Michx.) Alph. Wood","Exact (without author)",TRUE,"Accepted","Cardamine diphylla","Cardamine diphylla (Michx.) Alph.Wood","Cardamine diphylla (Michx.) Alph.Wood",TRUE
"OXAR","Oxydendrum arboreum (L.) DC.","species","Oxydendrum arboreum","(L.) DC.","Exact (with author)",TRUE,"Accepted","Oxydendrum arboreum","Oxydendrum arboreum (L.) DC.","Oxydendrum arboreum (L.) DC.",FALSE
"MAFR","Magnolia fraseri Walter","species","Magnolia fraseri","Walter","Exact (with author)",TRUE,"Accepted","Magnolia fraseri","Magnolia fraseri Walter","Magnolia fraseri Walter",FALSE
"CAFL22","Calycanthus floridus L.","species","Calycanthus floridus","L.","Exact (with author)",TRUE,"Accepted","Calycanthus floridus","Calycanthus floridus L.","Calycanthus floridus L.",FALSE
"PYPU","Pyrularia pubera Michx.","species","Pyrularia pubera","Michx.","Exact (with author)",TRUE,"Accepted","Pyrularia pubera","Pyrularia pubera Michx.","Pyrularia pubera Michx.",FALSE
"ILMO","Ilex montana Torr. & A. Gray ex A. Gray","species","Ilex montana","Torr. & A. Gray ex A. Gray","Exact (without author)",TRUE,"Accepted","Ilex montana","Ilex montana Torr. & A.Gray","Ilex montana Torr. & A.Gray",TRUE
"DACO","Danthonia compressa Austin","species","Danthonia compressa","Austin","Exact (with author)",TRUE,"Accepted","Danthonia compressa","Danthonia compressa Austin","Danthonia compressa Austin",FALSE
"TRLU3","Trillium luteum (Muhl.) Harbison","species","Trillium luteum","(Muhl.) Harbison","Exact (without author)",TRUE,"Accepted","Trillium luteum","Trillium luteum (Muhl.) Harb.","Trillium luteum (Muhl.) Harb.",TRUE
"ACRUR","Acer rubrum L. var. rubrum","variety","Acer rubrum var. rubrum","L. NA rubrum","Exact (without author)",TRUE,"Accepted","Acer rubrum var. rubrum","Acer rubrum var. rubrum","Acer rubrum var. rubrum",TRUE
"STCO9","Stachys cordata Riddell","species","Stachys cordata","Riddell","Exact (with author)",TRUE,"Accepted","Stachys cordata","Stachys cordata Riddell","Stachys cordata Riddell",FALSE
"HYCA3","Hydrophyllum canadense L.","species","Hydrophyllum canadense","L.","Exact (with author)",TRUE,"Accepted","Hydrophyllum canadense","Hydrophyllum canadense L.","Hydrophyllum canadense L.",FALSE
"ERUMU","Erythronium umbilicatum Parks & Hardin ssp. umbilicatum","subspecies","Erythronium umbilicatum subsp. umbilicatum","Parks & Hardin NA umbilicatum","Exact (without author)",TRUE,"Accepted","Erythronium umbilicatum subsp. umbilicatum","Erythronium umbilicatum subsp. umbilicatum","Erythronium umbilicatum subsp. umbilicatum",TRUE
"TRSI3","Trillium simile Gleason","species","Trillium simile","Gleason","Exact (with author)",TRUE,"Accepted","Trillium simile","Trillium simile Gleason","Trillium simile Gleason",FALSE
"PHST3","Phlox stolonifera Sims","species","Phlox stolonifera","Sims","Exact (with author)",TRUE,"Accepted","Phlox stolonifera","Phlox stolonifera Sims","Phlox stolonifera Sims",FALSE
"TRVA2","Trillium vaseyi Harbison","species","Trillium vaseyi","Harbison","Exact (without author)",TRUE,"Accepted","Trillium vaseyi","Trillium vaseyi Harb.","Trillium vaseyi Harb.",TRUE
"AEFL","Aesculus flava Aiton","species","Aesculus flava","Aiton","Exact (without author)",TRUE,"Accepted","Aesculus flava","Aesculus flava Sol.","Aesculus flava Sol.",TRUE
"CYPR4","Cystopteris protrusa (Weath.) Blasdell","species","Cystopteris protrusa","(Weath.) Blasdell","Exact (with author)",TRUE,"Accepted","Cystopteris protrusa","Cystopteris protrusa (Weath.) Blasdell","Cystopteris protrusa (Weath.) Blasdell",FALSE
"VEPA3","Veratrum parviflorum Michx.","species","Veratrum parviflorum","Michx.","Exact (with author)",TRUE,"Synonym","Veratrum parviflorum","Melanthium parviflorum (Michx.) S.Watson","Melanthium parviflorum (Michx.) S.Watson",TRUE
"ARMA7","Aristolochia macrophylla Lam.","species","Aristolochia macrophylla","Lam.","Exact (with author)",TRUE,"Accepted","Aristolochia macrophylla","Aristolochia macrophylla Lam.","Aristolochia macrophylla Lam.",FALSE
"MAAC","Magnolia acuminata (L.) L.","species","Magnolia acuminata","(L.) L.","Exact (with author)",TRUE,"Accepted","Magnolia acuminata","Magnolia acuminata (L.) L.","Magnolia acuminata (L.) L.",FALSE
"ERUM2","Erythronium umbilicatum Parks & Hardin","species","Erythronium umbilicatum","Parks & Hardin","Exact (without author)",TRUE,"Accepted","Erythronium umbilicatum","Erythronium umbilicatum C.R.Parks & Hardin","Erythronium umbilicatum C.R.Parks & Hardin",TRUE
"HYAR","Hydrangea arborescens L.","species","Hydrangea arborescens","L.","Exact (with author)",TRUE,"Accepted","Hydrangea arborescens","Hydrangea arborescens L.","Hydrangea arborescens L.",FALSE
"ASMO2","Asplenium montanum Willd.","species","Asplenium montanum","Willd.","Exact (with author)",TRUE,"Accepted","Asplenium montanum","Asplenium montanum Willd.","Asplenium montanum Willd.",FALSE
"RHCA8","Rhododendron catawbiense Michx.","species","Rhododendron catawbiense","Michx.","Exact (with author)",TRUE,"Accepted","Rhododendron catawbiense","Rhododendron catawbiense Michx.","Rhododendron catawbiense Michx.",FALSE
"MATR","Magnolia tripetala (L.) L.","species","Magnolia tripetala","(L.) L.","Exact (with author)",TRUE,"Accepted","Magnolia tripetala","Magnolia tripetala (L.) L.","Magnolia tripetala (L.) L.",FALSE
"CLUM2","Clintonia umbellulata (Michx.) Morong","species","Clintonia umbellulata","(Michx.) Morong","Exact (with author)",TRUE,"Accepted","Clintonia umbellulata","Clintonia umbellulata (Michx.) Morong","Clintonia umbellulata (Michx.) Morong",FALSE
"DIQU","Dioscorea quaternata J.F. Gmel.","species","Dioscorea quaternata","J.F. Gmel.","Exact (without author)",TRUE,"Synonym","Dioscorea quaternata","Dioscorea villosa L.","Dioscorea villosa L.",TRUE
"ARLA","Arabis laevigata (Muhl. ex Willd.) Poir.","species","Arabis laevigata","(Muhl. ex Willd.) Poir.","Exact (with author)",TRUE,"Synonym","Arabis laevigata","Borodinia laevigata (Muhl. ex Willd.) P.J.Alexander & Windham","Borodinia laevigata (Muhl. ex Willd.) P.J.Alexander & Windham",TRUE
"PYMO2","Pycnanthemum montanum Michx.","species","Pycnanthemum montanum","Michx.","Exact (with author)",TRUE,"Accepted","Pycnanthemum montanum","Pycnanthemum montanum Michx.","Pycnanthemum montanum Michx.",FALSE
"LISU","Lilium superbum L.","species","Lilium superbum","L.","Exact (with author)",TRUE,"Accepted","Lilium superbum","Lilium superbum L.","Lilium superbum L.",FALSE
"VIHA2","Viola hastata Michx.","species","Viola hastata","Michx.","Exact (with author)",TRUE,"Accepted","Viola hastata","Viola hastata Michx.","Viola hastata Michx.",FALSE
"SOER","Solidago erecta Pursh","species","Solidago erecta","Pursh","Exact (without author)",TRUE,"Illegitimate","Solidago erecta","Solidago petiolaris Aiton","Solidago petiolaris Aiton",TRUE
"RHTY","Rhus typhina L.","species","Rhus typhina","L.","Exact (with author)",TRUE,"Accepted","Rhus typhina","Rhus typhina L.","Rhus typhina L.",FALSE
"ANPL","Antennaria plantaginifolia (L.) Richardson","species","Antennaria plantaginifolia","(L.) Richardson","Exact (without author)",TRUE,"Accepted","Antennaria plantaginifolia","Antennaria plantaginifolia (L.) Hook.","Antennaria plantaginifolia (L.) Hook.",TRUE
"ANVI3","Anemone virginiana L.","species","Anemone virginiana","L.","Exact (with author)",TRUE,"Accepted","Anemone virginiana","Anemone virginiana L.","Anemone virginiana L.",FALSE
"CLAC3","Clethra acuminata Michx.","species","Clethra acuminata","Michx.","Exact (with author)",TRUE,"Accepted","Clethra acuminata","Clethra acuminata Michx.","Clethra acuminata Michx.",FALSE
"THIN6","Thinopyrum intermedium (Host) Barkworth & D.R. Dewey","species","Thinopyrum intermedium","(Host) Barkworth & D.R. Dewey","Exact (without author)",TRUE,"Accepted","Thinopyrum intermedium","Thinopyrum intermedium (Host) Barkworth & D.R.Dewey","Thinopyrum intermedium (Host) Barkworth & D.R.Dewey",TRUE
"LIMI","Lilium michauxii Poir.","species","Lilium michauxii","Poir.","Exact (with author)",TRUE,"Accepted","Lilium michauxii","Lilium michauxii Poir.","Lilium michauxii Poir.",FALSE
"LYTO2","Lysimachia tonsa (Alph. Wood) Alph. Wood ex Pax & R. Knuth","species","Lysimachia tonsa","(Alph. Wood) Alph. Wood ex Pax & R. Knuth","Exact (without author)",TRUE,"Accepted","Lysimachia tonsa","Lysimachia tonsa (Alph.Wood) R.Knuth","Lysimachia tonsa (Alph.Wood) R.Knuth",TRUE
"PIVI2","Pinus virginiana Mill.","species","Pinus virginiana","Mill.","Exact (with author)",TRUE,"Accepted","Pinus virginiana","Pinus virginiana Mill.","Pinus virginiana Mill.",FALSE
"RHCA4","Rhododendron calendulaceum (Michx.) Torr.","species","Rhododendron calendulaceum","(Michx.) Torr.","Exact (with author)",TRUE,"Accepted","Rhododendron calendulaceum","Rhododendron calendulaceum (Michx.) Torr.","Rhododendron calendulaceum (Michx.) Torr.",FALSE
"HOPUP3","Houstonia purpurea L. var. purpurea","variety","Houstonia purpurea var. purpurea","L. NA purpurea","Exact (without author)",TRUE,"Accepted","Houstonia purpurea var. purpurea","Houstonia purpurea var. purpurea","Houstonia purpurea var. purpurea",TRUE
"CLBI3","Cleistes bifaria (Fernald) Catling & Gregg","species","Cleistes bifaria","(Fernald) Catling & Gregg","Exact (with author)",TRUE,"Synonym","Cleistes bifaria","Cleistesiopsis bifaria (Fernald) Pansarin & F.Barros","Cleistesiopsis bifaria (Fernald) Pansarin & F.Barros",TRUE
"SAMI6","Saxifraga micranthidifolia (Haw.) Steud.","species","Saxifraga micranthidifolia","(Haw.) Steud.","Exact (with author)",TRUE,"Synonym","Saxifraga micranthidifolia","Micranthes micranthidifolia (Haw.) Small","Micranthes micranthidifolia (Haw.) Small",TRUE
"AULA","Aureolaria laevigata (Raf.) Raf.","species","Aureolaria laevigata","(Raf.) Raf.","Fuzzy (phonetic)",TRUE,"Accepted","Aureolaria levigata","Aureolaria levigata (Raf.) Raf.","Aureolaria levigata (Raf.) Raf.",TRUE
"SOAR","Solidago arguta Aiton","species","Solidago arguta","Aiton","Exact (with author)",TRUE,"Accepted","Solidago arguta","Solidago arguta Aiton","Solidago arguta Aiton",FALSE
"SOARA","Solidago arguta Aiton var. arguta","variety","Solidago arguta var. arguta","Aiton NA arguta","Exact (without author)",TRUE,"Accepted","Solidago arguta var. arguta","Solidago arguta var. arguta","Solidago arguta var. arguta",TRUE
"PIRI","Pinus rigida Mill.","species","Pinus rigida","Mill.","Exact (with author)",TRUE,"Accepted","Pinus rigida","Pinus rigida Mill.","Pinus rigida Mill.",FALSE
"GEDE3","Gentiana decora Pollard","species","Gentiana decora","Pollard","Exact (with author)",TRUE,"Accepted","Gentiana decora","Gentiana decora Pollard","Gentiana decora Pollard",FALSE
"HEVIV2","Heuchera villosa Michx. var. villosa","variety","Heuchera villosa var. villosa","Michx. NA villosa","Exact (without author)",TRUE,"Accepted","Heuchera villosa var. villosa","Heuchera villosa var. villosa","Heuchera villosa var. villosa",TRUE
"PIPU5","Pinus pungens Lamb.","species","Pinus pungens","Lamb.","Exact (with author)",TRUE,"Accepted","Pinus pungens","Pinus pungens Lamb.","Pinus pungens Lamb.",FALSE
"TRTR3","Triphora trianthophora (Sw.) Rydb.","species","Triphora trianthophora","(Sw.) Rydb.","Fuzzy (edit distance)",TRUE,"Accepted","Triphora trianthophoros","Triphora trianthophoros (Sw.) Rydb.","Triphora trianthophoros (Sw.) Rydb.",TRUE
"LUEC","Luzula echinata (Small) F.J. Herm.","species","Luzula echinata","(Small) F.J. Herm.","Exact (without author)",TRUE,"Accepted","Luzula echinata","Luzula echinata (Small) F.J.Herm.","Luzula echinata (Small) F.J.Herm.",TRUE
"DEFLF","Deschampsia flexuosa (L.) Trin. var. flexuosa","variety","Deschampsia flexuosa var. flexuosa","(L.) Trin. NA flexuosa","Exact (without author)",TRUE,"Synonym","Deschampsia flexuosa","Avenella flexuosa (L.) Drejer","Avenella flexuosa (L.) Drejer",TRUE
"ANLA","Anemone lancifolia Pursh","species","Anemone lancifolia","Pursh","Exact (with author)",TRUE,"Accepted","Anemone lancifolia","Anemone lancifolia Pursh","Anemone lancifolia Pursh",FALSE
"CRMA3","Crataegus macrosperma Ashe","species","Crataegus macrosperma","Ashe","Exact (with author)",TRUE,"Accepted","Crataegus macrosperma","Crataegus macrosperma Ashe","Crataegus macrosperma Ashe",FALSE
"SCSA5","Scutellaria saxatilis Riddell","species","Scutellaria saxatilis","Riddell","Exact (with author)",TRUE,"Accepted","Scutellaria saxatilis","Scutellaria saxatilis Riddell","Scutellaria saxatilis Riddell",FALSE
"VIRU","Viburnum rufidulum Raf.","species","Viburnum rufidulum","Raf.","Exact (with author)",TRUE,"Accepted","Viburnum rufidulum","Viburnum rufidulum Raf.","Viburnum rufidulum Raf.",FALSE
"GEAU3","Gentiana austromontana Pringle & Sharp","species","Gentiana austromontana","Pringle & Sharp","Exact (without author)",TRUE,"Accepted","Gentiana austromontana","Gentiana austromontana J.S.Pringle & Sharp","Gentiana austromontana J.S.Pringle & Sharp",TRUE
"COMA19","Convallaria majuscula Greene","species","Convallaria majuscula","Greene","Exact (with author)",TRUE,"Synonym","Convallaria majuscula","Convallaria pseudomajalis W.Bartram","Convallaria pseudomajalis W.Bartram",TRUE
"POHY","Polygonum hydropiper L.","species","Polygonum hydropiper","L.","Exact (with author)",TRUE,"Synonym","Polygonum hydropiper","Persicaria hydropiper (L.) Delarbre","Persicaria hydropiper (L.) Delarbre",TRUE
"CAPU9","Castanea pumila (L.) Mill.","species","Castanea pumila","(L.) Mill.","Exact (with author)",TRUE,"Accepted","Castanea pumila","Castanea pumila (L.) Mill.","Castanea pumila (L.) Mill.",FALSE
"HIGR5","Hieracium greenii Porter & Britton","species","Hieracium greenii","Porter & Britton","Exact (without author)",TRUE,"Synonym","Hieracium greenii","Hieracium traillii Greene","Hieracium traillii Greene",TRUE
"LIPH","Lilium philadelphicum L.","species","Lilium philadelphicum","L.","Exact (with author)",TRUE,"Accepted","Lilium philadelphicum","Lilium philadelphicum L.","Lilium philadelphicum L.",FALSE
"CHLU","Chamaelirium luteum (L.) A. Gray","species","Chamaelirium luteum","(L.) A. Gray","Exact (without author)",TRUE,"Accepted","Chamaelirium luteum","Chamaelirium luteum (L.) A.Gray","Chamaelirium luteum (L.) A.Gray",TRUE
"SOPU","Solidago puberula Nutt.","species","Solidago puberula","Nutt.","Exact (with author)",TRUE,"Accepted","Solidago puberula","Solidago puberula Nutt.","Solidago puberula Nutt.",FALSE
"HIPA2","Hieracium paniculatum L.","species","Hieracium paniculatum","L.","Exact (with author)",TRUE,"Accepted","Hieracium paniculatum","Hieracium paniculatum L.","Hieracium paniculatum L.",FALSE
"HEVI3","Hexastylis virginica (L.) Small","species","Hexastylis virginica","(L.) Small","Exact (with author)",TRUE,"Synonym","Hexastylis virginica","Asarum virginicum L.","Asarum virginicum L.",TRUE
"SOBI","Solidago bicolor L.","species","Solidago bicolor","L.","Exact (with author)",TRUE,"Accepted","Solidago bicolor","Solidago bicolor L.","Solidago bicolor L.",FALSE
"MEPI2","Menziesia pilosa (Michx. ex Lam.) Juss. ex Pers.","species","Menziesia pilosa","(Michx. ex Lam.) Juss. ex Pers.","Exact (without author)",TRUE,"Synonym","Menziesia pilosa","Rhododendron pilosum (Michx. ex Lam.) Craven","Rhododendron pilosum (Michx. ex Lam.) Craven",TRUE
"ANVE","Angelica venenosa (Greenway) Fernald","species","Angelica venenosa","(Greenway) Fernald","Exact (with author)",TRUE,"Accepted","Angelica venenosa","Angelica venenosa (Greenway) Fernald","Angelica venenosa (Greenway) Fernald",FALSE
"HYHYM","Hypericum hypericoides (L.) Crantz ssp. multicaule (Michx. ex Willd.) N. Robson","subspecies","Hypericum hypericoides subsp. multicaule","(L.) Crantz (Michx. ex Willd.) N. Robson","Exact (without author)",TRUE,"Accepted","Hypericum hypericoides subsp. multicaule","Hypericum hypericoides subsp. multicaule (Michx. ex Willd.) N.Robson","Hypericum hypericoides subsp. multicaule (Michx. ex Willd.) N.Robson",TRUE
"PAAN6","Packera anonyma (Alph. Wood) W.A. Weber & Á. Löve","species","Packera anonyma","(Alph. Wood) W.A. Weber & Á. Löve","Exact (without author)",TRUE,"Accepted","Packera anonyma","Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve","Packera anonyma (Alph.Wood) W.A.Weber & Á.Löve",TRUE
"SEVA4","Securigera varia (L.) Lassen","species","Securigera varia","(L.) Lassen","Exact (with author)",TRUE,"Synonym","Securigera varia","Coronilla varia L.","Coronilla varia L.",TRUE
"VIVI","Vicia villosa Roth","species","Vicia villosa","Roth","Exact (with author)",TRUE,"Accepted","Vicia villosa","Vicia villosa Roth","Vicia villosa Roth",FALSE
"VIRO2","Viola rotundifolia Michx.","species","Viola rotundifolia","Michx.","Exact (with author)",TRUE,"Accepted","Viola rotundifolia","Viola rotundifolia Michx.","Viola rotundifolia Michx.",FALSE
"HEAR6","Hexastylis arifolia (Michx.) Small","species","Hexastylis arifolia","(Michx.) Small","Exact (with author)",TRUE,"Synonym","Hexastylis arifolia","Asarum arifolium Michx.","Asarum arifolium Michx.",TRUE
"FRCA13","Frangula caroliniana (Walter) A. Gray","species","Frangula caroliniana","(Walter) A. Gray","Exact (without author)",TRUE,"Accepted","Frangula caroliniana","Frangula caroliniana (Walter) A.Gray","Frangula caroliniana (Walter) A.Gray",TRUE
"HIVE","Hieracium venosum L.","species","Hieracium venosum","L.","Exact (with author)",TRUE,"Accepted","Hieracium venosum","Hieracium venosum L.","Hieracium venosum L.",FALSE
"SPMA3","Spigelia marilandica (L.) L.","species","Spigelia marilandica","(L.) L.","Exact (with author)",TRUE,"Accepted","Spigelia marilandica","Spigelia marilandica (L.) L.","Spigelia marilandica (L.) L.",FALSE
"MODI4","Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.","species","Mosla dianthera","(Buch.-Ham. ex Roxb.) Maxim.","Exact (with author)",TRUE,"Accepted","Mosla dianthera","Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.","Mosla dianthera (Buch.-Ham. ex Roxb.) Maxim.",FALSE
"DERO3","Desmodium rotundifolium DC.","species","Desmodium rotundifolium","DC.","Exact (with author)",TRUE,"Accepted","Desmodium rotundifolium","Desmodium rotundifolium DC.","Desmodium rotundifolium DC.",FALSE
"PRTR","Prenanthes trifoliolata (Cass.) Fernald","species","Prenanthes trifoliolata","(Cass.) Fernald","Exact (with author)",TRUE,"Synonym","Prenanthes trifoliolata","Nabalus trifoliolatus Cass.","Nabalus trifoliolatus Cass.",TRUE
"LYLA","Lysimachia lanceolata Walter","species","Lysimachia lanceolata","Walter","Exact (with author)",TRUE,"Accepted","Lysimachia lanceolata","Lysimachia lanceolata Walter","Lysimachia lanceolata Walter",FALSE
"TRAN3","Triosteum angustifolium L.","species","Triosteum angustifolium","L.","Exact (with author)",TRUE,"Accepted","Triosteum angustifolium","Triosteum angustifolium L.","Triosteum angustifolium L.",FALSE
"BRER7","Brachymenium erectum (Hook.) Margad.","species","Brachymenium erectum","(Hook.) Margad.","Fuzzy (edit distance)",FALSE,"Accepted","Brachyelytrum erectum",NA,"Brachymenium erectum (Hook.) Margad.",FALSE
"NADO","Nandina domestica Thunb.","species","Nandina domestica","Thunb.","Exact (with author)",TRUE,"Accepted","Nandina domestica","Nandina domestica Thunb.","Nandina domestica Thunb.",FALSE
"PLPOP","Pleopeltis polypodioides (L.) Andrews & Windham ssp. polypodioides","subspecies","Pleopeltis polypodioides subsp. polypodioides","(L.) Andrews & Windham NA polypodioides","Exact (without author)",TRUE,"Accepted","Pleopeltis polypodioides","Pleopeltis polypodioides (L.) E.G.Andrews & Windham","Pleopeltis polypodioides (L.) E.G.Andrews & Windham",TRUE
"CRCR2","Crataegus crus-galli L.","species","Crataegus crus-galli","L.","Exact (with author)",TRUE,"Accepted","Crataegus crus-galli","Crataegus crus-galli L.","Crataegus crus-galli L.",FALSE
"VEVI4","Veronicastrum virginicum (L.) Farw.","species","Veronicastrum virginicum","(L.) Farw.","Exact (with author)",TRUE,"Accepted","Veronicastrum virginicum","Veronicastrum virginicum (L.) Farw.","Veronicastrum virginicum (L.) Farw.",FALSE
"PYCA80","Pyrus calleryana Decne.","species","Pyrus calleryana","Decne.","Exact (with author)",TRUE,"Accepted","Pyrus calleryana","Pyrus calleryana Decne.","Pyrus calleryana Decne.",FALSE
"CALA21","Carya laciniosa (Michx. f.) G. Don","species","Carya laciniosa","(Michx. f.) G. Don","Exact (without author)",TRUE,"Accepted","Carya laciniosa","Carya laciniosa (F.Michx.) G.Don","Carya laciniosa (F.Michx.) G.Don",TRUE
"CUOR","Cunila origanoides (L.) Britton","species","Cunila origanoides","(L.) Britton","Exact (with author)",TRUE,"Accepted","Cunila origanoides","Cunila origanoides (L.) Britton","Cunila origanoides (L.) Britton",FALSE
"ELTO2","Elephantopus tomentosus L.","species","Elephantopus tomentosus","L.","Exact (with author)",TRUE,"Accepted","Elephantopus tomentosus","Elephantopus tomentosus L.","Elephantopus tomentosus L.",FALSE
"COMA6","Coreopsis major Walter","species","Coreopsis major","Walter","Exact (with author)",TRUE,"Synonym","Coreopsis major","Anacis major (Walter) Z.H.Feng, Z.J.Huang & Su Liu","Anacis major (Walter) Z.H.Feng, Z.J.Huang & Su Liu",TRUE
"HOSE2","Houstonia serpyllifolia Michx.","species","Houstonia serpyllifolia","Michx.","Exact (with author)",TRUE,"Accepted","Houstonia serpyllifolia","Houstonia serpyllifolia Michx.","Houstonia serpyllifolia Michx.",FALSE
"BRRA2","Bromus racemosus L.","species","Bromus racemosus","L.","Exact (with author)",TRUE,"Accepted","Bromus racemosus","Bromus racemosus L.","Bromus racemosus L.",FALSE
"SMHU","Smilax hugeri (Small) J.B.S. Norton ex Pennell","species","Smilax hugeri","(Small) J.B.S. Norton ex Pennell","Exact (without author)",TRUE,"Accepted","Smilax hugeri","Smilax hugeri (Small) J.B.Norton ex Pennell","Smilax hugeri (Small) J.B.Norton ex Pennell",TRUE
"DOIN2","Doellingeria infirma (Michx.) Greene","species","Doellingeria infirma","(Michx.) Greene","Exact (with author)",TRUE,"Accepted","Doellingeria infirma","Doellingeria infirma (Michx.) Greene","Doellingeria infirma (Michx.) Greene",FALSE
