"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"PUMOL","Pueraria montana (Lour.) Merr. var. lobata (Willd.) Maesen & S. Almeida","variety","Pueraria montana var. lobata","(Lour.) Merr. (Willd.) Maesen & S. Almeida","Exact (without author)",TRUE,"Accepted","Pueraria montana var. lobata","Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep",TRUE
"HEAM6","Heuchera americana L.","species","Heuchera americana","L.","Exact (with author)",TRUE,"Accepted","Heuchera americana","Heuchera americana L.","Heuchera americana L.",FALSE
"DISPI","Dichanthelium sphaerocarpon (Elliott) Gould var. isophyllum (Scribn.) Gould & C.A. Clark","variety","Dichanthelium sphaerocarpon var. isophyllum","(Elliott) Gould (Scribn.) Gould & C.A. Clark","Exact (without author)",TRUE,"Synonym","Dichanthelium sphaerocarpon var. isophyllum","Dichanthelium polyanthes (Schult.) Mohlenbr.","Dichanthelium polyanthes (Schult.) Mohlenbr.",TRUE
"LOSP","Lobelia spicata Lam.","species","Lobelia spicata","Lam.","Exact (with author)",TRUE,"Accepted","Lobelia spicata","Lobelia spicata Lam.","Lobelia spicata Lam.",FALSE
"SIAN","Sicyos angulatus L.","species","Sicyos angulatus","L.","Exact (with author)",TRUE,"Accepted","Sicyos angulatus","Sicyos angulatus L.","Sicyos angulatus L.",FALSE
"PAFL2","Panicum flexile (Gattinger) Scribn.","species","Panicum flexile","(Gattinger) Scribn.","Exact (without author)",TRUE,"Accepted","Panicum flexile","Panicum flexile (Gatt.) Scribn.","Panicum flexile (Gatt.) Scribn.",TRUE
"VEGI","Vernonia gigantea (Walter) Trel.","species","Vernonia gigantea","(Walter) Trel.","Exact (with author)",TRUE,"Accepted","Vernonia gigantea","Vernonia gigantea (Walter) Trel.","Vernonia gigantea (Walter) Trel.",FALSE
"SASM","Sanicula smallii E.P. Bicknell","species","Sanicula smallii","E.P. Bicknell","Exact (without author)",TRUE,"Accepted","Sanicula smallii","Sanicula smallii E.P.Bicknell","Sanicula smallii E.P.Bicknell",TRUE
"EUAL13","Euonymus alatus (Thunb.) Siebold","species","Euonymus alatus","(Thunb.) Siebold","Exact (with author)",TRUE,"Accepted","Euonymus alatus","Euonymus alatus (Thunb.) Siebold","Euonymus alatus (Thunb.) Siebold",FALSE
"SIAL3","Sisyrinchium albidum Raf.","species","Sisyrinchium albidum","Raf.","Exact (with author)",TRUE,"Accepted","Sisyrinchium albidum","Sisyrinchium albidum Raf.","Sisyrinchium albidum Raf.",FALSE
"PEPA7","Penstemon pallidus Small","species","Penstemon pallidus","Small","Exact (with author)",TRUE,"Accepted","Penstemon pallidus","Penstemon pallidus Small","Penstemon pallidus Small",FALSE
"PYCO","Pyrus communis L.","species","Pyrus communis","L.","Exact (with author)",TRUE,"Accepted","Pyrus communis","Pyrus communis L.","Pyrus communis L.",FALSE
"AUVI","Aureolaria virginica (L.) Pennell","species","Aureolaria virginica","(L.) Pennell","Exact (with author)",TRUE,"Accepted","Aureolaria virginica","Aureolaria virginica (L.) Pennell","Aureolaria virginica (L.) Pennell",FALSE
"AUFL","Aureolaria flava (L.) Farw.","species","Aureolaria flava","(L.) Farw.","Exact (with author)",TRUE,"Accepted","Aureolaria flava","Aureolaria flava (L.) Farw.","Aureolaria flava (L.) Farw.",FALSE
"TRDI","Trachelospermum difforme (Walter) A. Gray","species","Trachelospermum difforme","(Walter) A. Gray","Exact (without author)",TRUE,"Synonym","Trachelospermum difforme","Thyrsanthella difformis (Walter) Pichon","Thyrsanthella difformis (Walter) Pichon",TRUE
"BROV4","Brunnichia ovata (Walter) Shinners","species","Brunnichia ovata","(Walter) Shinners","Exact (with author)",TRUE,"Accepted","Brunnichia ovata","Brunnichia ovata (Walter) Shinners","Brunnichia ovata (Walter) Shinners",FALSE
"ILDE","Ilex decidua Walter","species","Ilex decidua","Walter","Exact (with author)",TRUE,"Accepted","Ilex decidua","Ilex decidua Walter","Ilex decidua Walter",FALSE
"CHLA5","Chasmanthium latifolium (Michx.) Yates","species","Chasmanthium latifolium","(Michx.) Yates","Exact (without author)",TRUE,"Accepted","Chasmanthium latifolium","Chasmanthium latifolium (Michx.) H.O.Yates","Chasmanthium latifolium (Michx.) H.O.Yates",TRUE
"PAGL17","Packera glabella (Poir.) C. Jeffrey","species","Packera glabella","(Poir.) C. Jeffrey","Exact (without author)",TRUE,"Accepted","Packera glabella","Packera glabella (Poir.) C.Jeffrey","Packera glabella (Poir.) C.Jeffrey",TRUE
"JUOV","Justicia ovata (Walter) Lindau","species","Justicia ovata","(Walter) Lindau","Exact (without author)",TRUE,"Synonym","Justicia ovata","Dianthera ovata Walter","Dianthera ovata Walter",TRUE
"ARDR3","Arisaema dracontium (L.) Schott","species","Arisaema dracontium","(L.) Schott","Exact (with author)",TRUE,"Accepted","Arisaema dracontium","Arisaema dracontium (L.) Schott","Arisaema dracontium (L.) Schott",FALSE
"BESC","Berchemia scandens (Hill) K. Koch","species","Berchemia scandens","(Hill) K. Koch","Exact (without author)",TRUE,"Accepted","Berchemia scandens","Berchemia scandens (Hill) K.Koch","Berchemia scandens (Hill) K.Koch",TRUE
"TRSE6","Triadica sebifera (L.) Small","species","Triadica sebifera","(L.) Small","Exact (with author)",TRUE,"Accepted","Triadica sebifera","Triadica sebifera (L.) Small","Triadica sebifera (L.) Small",FALSE
"ARGI","Arundinaria gigantea (Walter) Muhl.","species","Arundinaria gigantea","(Walter) Muhl.","Exact (with author)",TRUE,"Accepted","Arundinaria gigantea","Arundinaria gigantea (Walter) Muhl.","Arundinaria gigantea (Walter) Muhl.",FALSE
"CHLA2","Cheilanthes lanosa (Michx.) D.C. Eaton","species","Cheilanthes lanosa","(Michx.) D.C. Eaton","Exact (without author)",TRUE,"Illegitimate","Cheilanthes lanosa","Hemionitis lanosa (Michx.) Christenh.","Hemionitis lanosa (Michx.) Christenh.",TRUE
"SAMI8","Sabal minor (Jacq.) Pers.","species","Sabal minor","(Jacq.) Pers.","Exact (with author)",TRUE,"Accepted","Sabal minor","Sabal minor (Jacq.) Pers.","Sabal minor (Jacq.) Pers.",FALSE
"LOFO","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose","species","Lomatium foeniculaceum","(Nutt.) J.M. Coult. & Rose","Exact (without author)",TRUE,"Accepted","Lomatium foeniculaceum","Lomatium foeniculaceum (Nutt.) J.M.Coult. & Rose","Lomatium foeniculaceum (Nutt.) J.M.Coult. & Rose",TRUE
"LIJA","Ligustrum japonicum Thunb.","species","Ligustrum japonicum","Thunb.","Exact (with author)",TRUE,"Accepted","Ligustrum japonicum","Ligustrum japonicum Thunb.","Ligustrum japonicum Thunb.",FALSE
"LICA16","Ligusticum canadense (L.) Britton","species","Ligusticum canadense","(L.) Britton","Exact (with author)",TRUE,"Accepted","Ligusticum canadense","Ligusticum canadense (L.) Britton","Ligusticum canadense (L.) Britton",FALSE
"VIHI2","Viola hirsutula Brainerd","species","Viola hirsutula","Brainerd","Exact (with author)",TRUE,"Accepted","Viola hirsutula","Viola hirsutula Brainerd","Viola hirsutula Brainerd",FALSE
"MAGO","Matelea gonocarpos (Walter) Shinners","species","Matelea gonocarpos","(Walter) Shinners","Exact (with author)",TRUE,"Synonym","Matelea gonocarpos","Gonolobus suberosus var. suberosus","Gonolobus suberosus var. suberosus",TRUE
"MEAZ","Melia azedarach L.","species","Melia azedarach","L.","Exact (with author)",TRUE,"Accepted","Melia azedarach","Melia azedarach L.","Melia azedarach L.",FALSE
"LELE2","Leersia lenticularis Michx.","species","Leersia lenticularis","Michx.","Exact (with author)",TRUE,"Accepted","Leersia lenticularis","Leersia lenticularis Michx.","Leersia lenticularis Michx.",FALSE
"TRVI","Tradescantia virginiana L.","species","Tradescantia virginiana","L.","Exact (with author)",TRUE,"Accepted","Tradescantia virginiana","Tradescantia virginiana L.","Tradescantia virginiana L.",FALSE
"COVI3","Commelina virginica L.","species","Commelina virginica","L.","Exact (with author)",TRUE,"Accepted","Commelina virginica","Commelina virginica L.","Commelina virginica L.",FALSE
"EQHY","Equisetum hyemale L.","species","Equisetum hyemale","L.","Exact (with author)",TRUE,"Accepted","Equisetum hyemale","Equisetum hyemale L.","Equisetum hyemale L.",FALSE
"DIBR2","Dicliptera brachiata (Pursh) Spreng.","species","Dicliptera brachiata","(Pursh) Spreng.","Exact (without author)",TRUE,"Accepted","Dicliptera brachiata","Dicliptera brachiata Spreng.","Dicliptera brachiata Spreng.",TRUE
"CALY2","Calycocarpum lyonii (Pursh) A. Gray","species","Calycocarpum lyonii","(Pursh) A. Gray","Exact (without author)",TRUE,"Accepted","Calycocarpum lyonii","Calycocarpum lyonii (Pursh) Nutt. ex A.Gray","Calycocarpum lyonii (Pursh) Nutt. ex A.Gray",TRUE
"CLCA3","Clematis catesbyana Pursh","species","Clematis catesbyana","Pursh","Exact (with author)",TRUE,"Accepted","Clematis catesbyana","Clematis catesbyana Pursh","Clematis catesbyana Pursh",FALSE
"CASQ2","Carex squarrosa L.","species","Carex squarrosa","L.","Exact (with author)",TRUE,"Accepted","Carex squarrosa","Carex squarrosa L.","Carex squarrosa L.",FALSE
"CAAQ2","Carya aquatica (Michx. f.) Nutt.","species","Carya aquatica","(Michx. f.) Nutt.","Exact (without author)",TRUE,"Accepted","Carya aquatica","Carya aquatica (F.Michx.) Nutt. ex Elliott","Carya aquatica (F.Michx.) Nutt. ex Elliott",TRUE
"CARA","Campanula rapunculoides L.","species","Campanula rapunculoides","L.","Exact (with author)",TRUE,"Accepted","Campanula rapunculoides","Campanula rapunculoides L.","Campanula rapunculoides L.",FALSE
"VIAF2","Viola affinis Leconte","species","Viola affinis","Leconte","Exact (with author)",TRUE,"Accepted","Viola affinis","Viola affinis Leconte","Viola affinis Leconte",FALSE
"PHLA3","Phyla lanceolata (Michx.) Greene","species","Phyla lanceolata","(Michx.) Greene","Exact (with author)",TRUE,"Accepted","Phyla lanceolata","Phyla lanceolata (Michx.) Greene","Phyla lanceolata (Michx.) Greene",FALSE
"SPCE","Spiranthes cernua (L.) Rich.","species","Spiranthes cernua","(L.) Rich.","Exact (with author)",TRUE,"Accepted","Spiranthes cernua","Spiranthes cernua (L.) Rich.","Spiranthes cernua (L.) Rich.",FALSE
"ELTO","Eleocharis tortilis (Link) Schult.","species","Eleocharis tortilis","(Link) Schult.","Exact (with author)",TRUE,"Accepted","Eleocharis tortilis","Eleocharis tortilis (Link) Schult.","Eleocharis tortilis (Link) Schult.",FALSE
"LUGL","Ludwigia glandulosa Walter","species","Ludwigia glandulosa","Walter","Exact (with author)",TRUE,"Accepted","Ludwigia glandulosa","Ludwigia glandulosa Walter","Ludwigia glandulosa Walter",FALSE
"QULY","Quercus lyrata Walter","species","Quercus lyrata","Walter","Exact (with author)",TRUE,"Accepted","Quercus lyrata","Quercus lyrata Walter","Quercus lyrata Walter",FALSE
"MORU","Monarda russeliana Nutt. ex Sims","species","Monarda russeliana","Nutt. ex Sims","Exact (with author)",TRUE,"Accepted","Monarda russeliana","Monarda russeliana Nutt. ex Sims","Monarda russeliana Nutt. ex Sims",FALSE
"PUMO","Pueraria montana (Lour.) Merr.","species","Pueraria montana","(Lour.) Merr.","Exact (with author)",TRUE,"Accepted","Pueraria montana","Pueraria montana (Lour.) Merr.","Pueraria montana (Lour.) Merr.",FALSE
"TRTU","Triadenum tubulosum (Walter) Gleason","species","Triadenum tubulosum","(Walter) Gleason","Exact (with author)",TRUE,"Synonym","Triadenum tubulosum","Hypericum tubulosum Walter","Hypericum tubulosum Walter",TRUE
"HILA2","Hibiscus laevis All.","species","Hibiscus laevis","All.","Exact (with author)",TRUE,"Accepted","Hibiscus laevis","Hibiscus laevis All.","Hibiscus laevis All.",FALSE
"TRSE5","Trichostema setaceum Houtt.","species","Trichostema setaceum","Houtt.","Exact (with author)",TRUE,"Accepted","Trichostema setaceum","Trichostema setaceum Houtt.","Trichostema setaceum Houtt.",FALSE
"DEBA4","Decumaria barbara L.","species","Decumaria barbara","L.","Exact (with author)",TRUE,"Synonym","Decumaria barbara","Hydrangea barbara (L.) Bernd Schulz","Hydrangea barbara (L.) Bernd Schulz",TRUE
"TRAE2","Trepocarpus aethusae Nutt. ex DC.","species","Trepocarpus aethusae","Nutt. ex DC.","Exact (with author)",TRUE,"Accepted","Trepocarpus aethusae","Trepocarpus aethusae Nutt. ex DC.","Trepocarpus aethusae Nutt. ex DC.",FALSE
"IMBA","Impatiens balsamina L.","species","Impatiens balsamina","L.","Exact (with author)",TRUE,"Accepted","Impatiens balsamina","Impatiens balsamina L.","Impatiens balsamina L.",FALSE
"BIDI","Bidens discoidea (Torr. & A. Gray) Britton","species","Bidens discoidea","(Torr. & A. Gray) Britton","Exact (without author)",TRUE,"Accepted","Bidens discoidea","Bidens discoidea Britton","Bidens discoidea Britton",TRUE
"NYAQ","Nymphoides aquatica (J.F. Gmel.) Kuntze","species","Nymphoides aquatica","(J.F. Gmel.) Kuntze","Exact (without author)",TRUE,"Accepted","Nymphoides aquatica","Nymphoides aquatica (J.F.Gmel.) Kuntze","Nymphoides aquatica (J.F.Gmel.) Kuntze",TRUE
"AMCO2","Ampelopsis cordata Michx.","species","Ampelopsis cordata","Michx.","Exact (with author)",TRUE,"Accepted","Ampelopsis cordata","Ampelopsis cordata Michx.","Ampelopsis cordata Michx.",FALSE
"THKU","Thelypteris kunthii (Desv.) Morton","species","Thelypteris kunthii","(Desv.) Morton","Exact (without author)",TRUE,"Accepted","Thelypteris kunthii","Thelypteris kunthii (Desv.) C.V.Morton","Thelypteris kunthii (Desv.) C.V.Morton",TRUE
"PHGY2","Phanopyrum gymnocarpon (Elliott) Nash","species","Phanopyrum gymnocarpon","(Elliott) Nash","Exact (with author)",TRUE,"Synonym","Phanopyrum gymnocarpon","Panicum gymnocarpon Elliott","Panicum gymnocarpon Elliott",TRUE
"AMTAT","Amsonia tabernaemontana Walter var. tabernaemontana","variety","Amsonia tabernaemontana var. tabernaemontana","Walter NA tabernaemontana","Exact (without author)",TRUE,"Accepted","Amsonia tabernaemontana var. tabernaemontana","Amsonia tabernaemontana var. tabernaemontana","Amsonia tabernaemontana var. tabernaemontana",TRUE
"TADI2","Taxodium distichum (L.) Rich.","species","Taxodium distichum","(L.) Rich.","Exact (with author)",TRUE,"Accepted","Taxodium distichum","Taxodium distichum (L.) Rich.","Taxodium distichum (L.) Rich.",FALSE
"LYRU","Lycopus rubellus Moench","species","Lycopus rubellus","Moench","Exact (with author)",TRUE,"Accepted","Lycopus rubellus","Lycopus rubellus Moench","Lycopus rubellus Moench",FALSE
"TRRA6","Triantha racemosa (Walter) Small","species","Triantha racemosa","(Walter) Small","Exact (with author)",TRUE,"Accepted","Triantha racemosa","Triantha racemosa (Walter) Small","Triantha racemosa (Walter) Small",FALSE
"ALPH","Alternanthera philoxeroides (Mart.) Griseb.","species","Alternanthera philoxeroides","(Mart.) Griseb.","Exact (with author)",TRUE,"Accepted","Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.","Alternanthera philoxeroides (Mart.) Griseb.",FALSE
"QUPA5","Quercus pagoda Raf.","species","Quercus pagoda","Raf.","Exact (with author)",TRUE,"Accepted","Quercus pagoda","Quercus pagoda Raf.","Quercus pagoda Raf.",FALSE
"YEVI","Yeatesia viridiflora (Nees) Small","species","Yeatesia viridiflora","(Nees) Small","Exact (with author)",TRUE,"Accepted","Yeatesia viridiflora","Yeatesia viridiflora (Nees) Small","Yeatesia viridiflora (Nees) Small",FALSE
"HYBO","Hydrocotyle bonariensis Comm. ex Lam.","species","Hydrocotyle bonariensis","Comm. ex Lam.","Exact (with author)",TRUE,"Accepted","Hydrocotyle bonariensis","Hydrocotyle bonariensis Comm. ex Lam.","Hydrocotyle bonariensis Comm. ex Lam.",FALSE
"PESE6","Penthorum sedoides L.","species","Penthorum sedoides","L.","Exact (with author)",TRUE,"Accepted","Penthorum sedoides","Penthorum sedoides L.","Penthorum sedoides L.",FALSE
"IVAN2","Iva annua L.","species","Iva annua","L.","Exact (with author)",TRUE,"Accepted","Iva annua","Iva annua L.","Iva annua L.",FALSE
"TRSP12","Trachypogon spicatus (L. f.) Kuntze","species","Trachypogon spicatus","(L. f.) Kuntze","Exact (without author)",TRUE,"Accepted","Trachypogon spicatus","Trachypogon spicatus (L.f.) Kuntze","Trachypogon spicatus (L.f.) Kuntze",TRUE
"PLCA7","Pluchea camphorata (L.) DC.","species","Pluchea camphorata","(L.) DC.","Exact (with author)",TRUE,"Accepted","Pluchea camphorata","Pluchea camphorata (L.) DC.","Pluchea camphorata (L.) DC.",FALSE
"SPOV","Spiranthes ovalis Lindl.","species","Spiranthes ovalis","Lindl.","Exact (with author)",TRUE,"Accepted","Spiranthes ovalis","Spiranthes ovalis Lindl.","Spiranthes ovalis Lindl.",FALSE
"CAGR5","Carex grayi Carey","species","Carex grayi","Carey","Exact (without author)",TRUE,"Accepted","Carex grayi","Carex grayi J.Carey","Carex grayi J.Carey",TRUE
"HYVE2","Hydrocotyle verticillata Thunb.","species","Hydrocotyle verticillata","Thunb.","Exact (with author)",TRUE,"Accepted","Hydrocotyle verticillata","Hydrocotyle verticillata Thunb.","Hydrocotyle verticillata Thunb.",FALSE
"DIMU","Dioclea multiflora (Torr. & A. Gray) C. Mohr","species","Dioclea multiflora","(Torr. & A. Gray) C. Mohr","Exact (without author)",TRUE,"Synonym","Dioclea multiflora","Lackeya multiflora (Torr. & A.Gray) Fortunato, L.P.Queiroz & G.P.Lewis","Lackeya multiflora (Torr. & A.Gray) Fortunato, L.P.Queiroz & G.P.Lewis",TRUE
"PLAQ","Planera aquatica J.F. Gmel.","species","Planera aquatica","J.F. Gmel.","Exact (without author)",TRUE,"Accepted","Planera aquatica","Planera aquatica J.F.Gmel.","Planera aquatica J.F.Gmel.",TRUE
"SAMI7","Salvinia minima Baker","species","Salvinia minima","Baker","Exact (with author)",TRUE,"Accepted","Salvinia minima","Salvinia minima Baker","Salvinia minima Baker",FALSE
"LEVA","Lemna valdiviana Phil.","species","Lemna valdiviana","Phil.","Exact (with author)",TRUE,"Accepted","Lemna valdiviana","Lemna valdiviana Phil.","Lemna valdiviana Phil.",FALSE
"LISP2","Limnobium spongia (Bosc) Rich. ex Steud.","species","Limnobium spongia","(Bosc) Rich. ex Steud.","Exact (without author)",TRUE,"Synonym","Limnobium spongia","Hydrocharis spongia Bosc","Hydrocharis spongia Bosc",TRUE
"SPGL2","Spermacoce glabra Michx.","species","Spermacoce glabra","Michx.","Exact (with author)",TRUE,"Accepted","Spermacoce glabra","Spermacoce glabra Michx.","Spermacoce glabra Michx.",FALSE
"LEAE2","Lemna aequinoctialis Welw.","species","Lemna aequinoctialis","Welw.","Exact (with author)",TRUE,"Accepted","Lemna aequinoctialis","Lemna aequinoctialis Welw.","Lemna aequinoctialis Welw.",FALSE
"CAIL2","Carya illinoinensis (Wangenh.) K. Koch","species","Carya illinoinensis","(Wangenh.) K. Koch","Exact (without author)",TRUE,"Accepted","Carya illinoinensis","Carya illinoinensis (Wangenh.) K.Koch","Carya illinoinensis (Wangenh.) K.Koch",TRUE
"AZCA","Azolla caroliniana Willd.","species","Azolla caroliniana","Willd.","Exact (with author)",TRUE,"Accepted","Azolla caroliniana","Azolla caroliniana Willd.","Azolla caroliniana Willd.",FALSE
